Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
modDyeRgb_255_135_94,item_modifiers,mod,,,7Dyes[tm] Dye: 015-063-100 ,,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 ,7Dyes[tm] Dye: 015-063-100 
modDyeRgb_64_24_11,item_modifiers,mod,,,7Dyes[tm] Dye: 015-083-025 ,,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 ,7Dyes[tm] Dye: 015-083-025 
modDyeRgb_128_49_22,item_modifiers,mod,,,7Dyes[tm] Dye: 015-083-050 ,,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 ,7Dyes[tm] Dye: 015-083-050 
modDyeRgb_191_73_33,item_modifiers,mod,,,7Dyes[tm] Dye: 015-083-075 ,,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 ,7Dyes[tm] Dye: 015-083-075 
modDyeRgb_255_97_45,item_modifiers,mod,,,7Dyes[tm] Dye: 015-083-100 ,,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 ,7Dyes[tm] Dye: 015-083-100 
modDyeRgb_64_16_0,item_modifiers,mod,,,7Dyes[tm] Dye: 015-100-025 ,,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 ,7Dyes[tm] Dye: 015-100-025 
modDyeRgb_128_32_0,item_modifiers,mod,,,7Dyes[tm] Dye: 015-100-050 ,,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 ,7Dyes[tm] Dye: 015-100-050 
modDyeRgb_191_48_0,item_modifiers,mod,,,7Dyes[tm] Dye: 015-100-075 ,,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 ,7Dyes[tm] Dye: 015-100-075 
modPigmentRgb_255_64_0,item_modifiers,mod,,,7Dyes[tm] Dye: 015-100-100 (Pigment) ,,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) ,7Dyes[tm] Dye: 015-100-100 (Pigment) 
pigment_dust_rgb255_64_0,items,Item,,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015,,7Dyes[tm] Pigment Powder: 015

modDyeRgb_64_48_38,item_modifiers,mod,,,7Dyes[tm] Dye: 022-040-025 ,,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 ,7Dyes[tm] Dye: 022-040-025 
modDyeRgb_128_96_77,item_modifiers,mod,,,7Dyes[tm] Dye: 022-040-050 ,,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 ,7Dyes[tm] Dye: 022-040-050 
modDyeRgb_191_144_115,item_modifiers,mod,,,7Dyes[tm] Dye: 022-040-075 ,,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 ,7Dyes[tm] Dye: 022-040-075 
modDyeRgb_255_192_154,item_modifiers,mod,,,7Dyes[tm] Dye: 022-040-100 ,,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 ,7Dyes[tm] Dye: 022-040-100 
modDyeRgb_64_39_24,item_modifiers,mod,,,7Dyes[tm] Dye: 022-063-025 ,,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 ,7Dyes[tm] Dye: 022-063-025 
modDyeRgb_128_77_47,item_modifiers,mod,,,7Dyes[tm] Dye: 022-063-050 ,,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 ,7Dyes[tm] Dye: 022-063-050 
modDyeRgb_191_116_71,item_modifiers,mod,,,7Dyes[tm] Dye: 022-063-075 ,,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 ,7Dyes[tm] Dye: 022-063-075 
modDyeRgb_255_155_94,item_modifiers,mod,,,7Dyes[tm] Dye: 022-063-100 ,,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 ,7Dyes[tm] Dye: 022-063-100 
modDyeRgb_64_31_11,item_modifiers,mod,,,7Dyes[tm] Dye: 022-083-025 ,,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 ,7Dyes[tm] Dye: 022-083-025 
modDyeRgb_128_62_22,item_modifiers,mod,,,7Dyes[tm] Dye: 022-083-050 ,,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 ,7Dyes[tm] Dye: 022-083-050 
modDyeRgb_191_93_33,item_modifiers,mod,,,7Dyes[tm] Dye: 022-083-075 ,,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 ,7Dyes[tm] Dye: 022-083-075 
modDyeRgb_255_123_45,item_modifiers,mod,,,7Dyes[tm] Dye: 022-083-100 ,,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 ,7Dyes[tm] Dye: 022-083-100 
modDyeRgb_64_24_0,item_modifiers,mod,,,7Dyes[tm] Dye: 022-100-025 ,,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 ,7Dyes[tm] Dye: 022-100-025 
modDyeRgb_128_48_0,item_modifiers,mod,,,7Dyes[tm] Dye: 022-100-050 ,,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 ,7Dyes[tm] Dye: 022-100-050 
modDyeRgb_191_72_0,item_modifiers,mod,,,7Dyes[tm] Dye: 022-100-075 ,,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 ,7Dyes[tm] Dye: 022-100-075 
modPigmentRgb_255_96_0,item_modifiers,mod,,,7Dyes[tm] Dye: 022-100-100 (Pigment) ,,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) ,7Dyes[tm] Dye: 022-100-100 (Pigment) 
pigment_dust_rgb255_96_0,items,Item,,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022,,7Dyes[tm] Pigment Powder: 022

modDyeRgb_64_51_38,item_modifiers,mod,,,7Dyes[tm] Dye: 030-040-025 (Dark Orange),,7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange),7Dyes[tm] Dye: 030-040-025 (Dark Orange)
modDyeRgb_128_102_77,item_modifiers,mod,,,7Dyes[tm] Dye: 030-040-050 ,,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 ,7Dyes[tm] Dye: 030-040-050 
modDyeRgb_191_153_115,item_modifiers,mod,,,7Dyes[tm] Dye: 030-040-075 ,,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 ,7Dyes[tm] Dye: 030-040-075 
modDyeRgb_255_204_154,item_modifiers,mod,,,7Dyes[tm] Dye: 030-040-100 ,,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 ,7Dyes[tm] Dye: 030-040-100 
modDyeRgb_64_44_24,item_modifiers,mod,,,7Dyes[tm] Dye: 030-063-025 (Dark Orange),,7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange),7Dyes[tm] Dye: 030-063-025 (Dark Orange)
modDyeRgb_128_87_47,item_modifiers,mod,,,7Dyes[tm] Dye: 030-063-050 ,,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 ,7Dyes[tm] Dye: 030-063-050 
modDyeRgb_191_131_71,item_modifiers,mod,,,7Dyes[tm] Dye: 030-063-075 ,,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 ,7Dyes[tm] Dye: 030-063-075 
modDyeRgb_255_175_94,item_modifiers,mod,,,7Dyes[tm] Dye: 030-063-100 ,,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 ,7Dyes[tm] Dye: 030-063-100 
modDyeRgb_64_37_11,item_modifiers,mod,,,7Dyes[tm] Dye: 030-083-025 (Dark Orange),,7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange),7Dyes[tm] Dye: 030-083-025 (Dark Orange)
modDyeRgb_128_75_22,item_modifiers,mod,,,7Dyes[tm] Dye: 030-083-050 ,,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 ,7Dyes[tm] Dye: 030-083-050 
modDyeRgb_191_112_33,item_modifiers,mod,,,7Dyes[tm] Dye: 030-083-075 ,,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 ,7Dyes[tm] Dye: 030-083-075 
modDyeRgb_255_150_45,item_modifiers,mod,,,7Dyes[tm] Dye: 030-083-100 ,,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 ,7Dyes[tm] Dye: 030-083-100 
modDyeRgb_64_32_0,item_modifiers,mod,,,7Dyes[tm] Dye: 030-100-025 (Dark Orange),,7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange),7Dyes[tm] Dye: 030-100-025 (Dark Orange)
